birthday,birthday_guys
1838-7-16,"David Solomon"
1875-10-5,"David Solomon"
1900-7-14,"David Stanley"
1955-1-21,"David Stanley, Billy Mike"
1946-5-22,"David Tanner, James William"
1925-8-3,"David Taylor"
1989-3-12,"David Taylor"
1968-2-11,"David Theodore"
1971-3-19,"David Thomas"
1957-3-27,"David Thomas"
1979-11-9,"David Thomas, Adam Troy"
1960-9-20,"David Thomas, Randall John"
1952-11-9,"David Thomas, Richard Allen, James David"
1876-11-6,"David Tilden, Edward"
1891-8-15,"David Timon"
1953-3-2,"David Vance, Laurence Marcy"
1966-7-19,"David Vincent"
1849-7-27,"David W."
1890-2-20,"David W., Edgar Charles, Thomas Lovatt"
1977-3-19,"David Wade"
1979-12-17,"David Wayne"
1946-9-18,"David Wayne"
1957-8-30,"David Wayne"
1983-6-17,"David Wayne"
1969-12-14,"David Wayne, Scott Allen"
1967-2-26,"David Wayne, Scott David"
1940-1-10,"David Wendell"
1947-9-7,"David William"
1935-7-12,"David William"
1966-7-5,"David William"
1966-11-11,"David William"
1883-7-9,"David William"
1868-1-1,"David William Tilden"
1945-1-20,"David Wilson"
1874-5-26,"David, John J."
1889-9-25,"Davis Aydelotte"
1983-3-30,"Davis Javier"
1892-9-9,"Dawson Francis"
1970-8-4,"Dax Xenos"
1989-3-10,"Dayan, Tyler Andrew"
1966-8-24,"Dean Allan"
1966-8-12,"Dean Charles"
1892-12-1,"Dean Donnell, George Clark"
1986-11-24,"Dean William"
1968-12-27,"Dean William"
1937-7-23,"Dean Zachary"
1907-6-26,"Debs C."
1957-6-7,"Dee Martin"
1924-10-13,"Dee Virgil, Charles Anthony Ryan"
1921-4-8,"Dee Wilman"
1967-8-9,"Deion Luwynn"
1972-11-6,"Deivi, Matthew Leland"
1951-12-3,"Delancey Lafayette"
1944-12-9,"Delbert Bernard"
1919-8-6,"Delbert Leon, Robert Harwood"
1940-6-12,"Delbert Oakley"
1919-2-24,"Delbert Quentin"
1922-10-27,"Delbert W., Ralph McPherran"
1969-1-15,"Delino Lamont"
1886-11-10,"Dellas Clinton, James Joseph"
1988-3-23,Dellin
1930-3-5,"Delmar Wesley"
1892-5-3,"Delmer David"
1912-3-11,"Delmer Edward"
1887-6-8,"Delmer Harold"
1885-10-24,"Delmer John"
1925-6-8,"Delmer, Edward Carl"
1892-10-4,"Delos Hight"
1899-9-6,"Delphia Louis"
1978-1-3,"Delvin DeWayne"
1982-6-30,"Delwyn Rudy, Mitchell William"
1985-7-22,Denis
1940-7-21,"Denis John, John Alvin"
1968-3-7,"Denis, Jeffrey Franklin"
1974-10-27,Dennis
1898-5-24,Dennis
1957-11-29,"Dennis Allen"
1962-10-4,"Dennis Bryan, Donald Chris, Anthony Ross"
1944-3-29,"Dennis Dale"
1952-12-29,"Dennis Dean"
1968-9-13,"Dennis Edward, Bernabe, Erik Hans"
1904-1-20,"Dennis Elwood"
1890-9-22,"Dennis Ernest, Urban James"
1943-12-25,"Dennis Eugene"
1862-10-10,"Dennis F."
1954-6-5,"Dennis Herman"
1949-1-4,"Dennis James"
1939-10-5,"Dennis John"
1971-2-4,"Dennis John"
1897-10-15,"Dennis John, Samuel David"
1941-9-20,"Dennis Joseph"
1949-3-13,"Dennis Joseph"
1858-5-8,"Dennis Joseph"
1940-11-25,"Dennis Kay"
1871-7-15,"Dennis Lawrence"
1953-1-16,"Dennis Lee"
1956-5-3,"Dennis Lee"
1979-2-24,"Dennis Lee, Brian James"
1970-4-2,"Dennis Lee, Jonathan Ray"
1965-2-12,"Dennis LeRoy, Ruben, Stanley Robert"
1978-1-17,"Dennis Mark"
1954-4-17,"Dennis Martin"
1945-11-22,"Dennis Michael"
1858-3-30,"Dennis Patrick"
1866-3-12,"Dennis Patrick Aloysius"
1952-9-23,"Dennis Patrick, James Forrest, James Patrick"
1951-5-18,"Dennis Patrick, James Howard"
1952-2-26,"Dennis Paul"
1945-4-17,"Dennis Ray"
1959-10-6,"Dennis Ray, Gregory Lee"
1963-1-19,"Dennis Scott"
1969-7-21,"Dennis Scott"
1979-8-12,"Dennis Sean"
1911-12-7,"Dennis Ward, Donald Spore"
1882-9-28,"Dennis William"
1982-10-23,"Denny M."
1867-3-29,"Denton True"
1901-3-25,"Denver Clarence"
1939-2-25,"Denver Clayton"
1985-1-28,"Dequam LaWesley"
1970-3-27,"Derek Alfred"
1973-6-1,"Derek Christopher"
1968-9-29,"Derek Gavin"
1966-7-28,"Derek Gerald"
1966-2-20,"Derek Jansen"
1986-10-9,"Derek Lane, David Edward, Chaz Daniel"
1968-12-11,"Derek Nathaniel"
1989-7-18,"Derek Richard"
1971-9-1,"Derek Robert"
1951-10-9,"Derek Roszell"
1989-2-14,"Derek Russell"
1974-6-26,"Derek Sanderson, Jason Daniel"
1956-8-2,"Derek Wayne, Roger Victor"
1978-3-27,"Dermal Bram"
1978-6-17,"Dernell Renauld"
1938-7-17,"Deron Roger"
1975-9-6,"Derrek Leon"
1944-6-6,"Derrel McKinley"
1951-1-14,"Derrel Osborn"
1968-7-14,"Derrick Brant"
1975-2-5,"Derrick Lamont"
1969-10-12,"Derrick Ramon, Jose Antonio"
1888-1-10,"Derrill Burnham, Joseph Earl, George Thomas"
1969-5-9,"Desi Bernard"
1978-1-22,"Desmond DeChone"
1986-10-30,"Desmond Delane"
1973-9-16,"Desmond Lamont"
1985-8-8,"Deunte Raymon, Blake Daniel"
1988-4-22,Devaris
1978-2-5,"Devern Brandon"
1983-3-24,"Devon Eugene, Chad Edward"
1962-12-29,"Devon Markes"
1967-7-10,"DeWain Lee"
1957-8-20,"DeWayne Allison"
1959-7-22,"DeWayne Mathew, Robert Lee"
1916-2-5,"Dewey Edgar"
1955-4-28,"Dewey Everett"
1896-8-24,"DeWitt Wiley"
1980-6-16,"Dewon Cortez"
1920-11-9,"Dick Corwin, Homer Franklin, William Lawrence"
1956-11-19,"Dickie Ray"
1978-12-21,"Dicky Angel"
1937-8-17,"Diego Pablo"
1986-4-28,"Dillon Kyle, Daniel Ross"
1970-5-31,"Dilson Dario"
1994-3-3,"Dilson Jose"
1928-7-5,"Dimitrios Speros"
1924-9-23,"Dino Paolo"
1919-1-22,"Diomedes Antonio"
1962-11-9,Dion
1984-2-9,"Dioner Favian"
1971-1-21,"Dionini Ramon"
1984-4-8,Diory
1981-3-24,"Dirk Von"
1973-10-11,"Dmitri Dell"
1945-3-11,"Dock Phillip"
1969-1-9,Domingo
1992-8-5,"Domingo Alberto"
1958-3-29,"Domingo Antonio"
1967-8-4,"Domingo Emilio, Steven Ray"
1965-5-2,"Domingo Felix Andujar"
1975-4-5,"Domingo Serrano"
1991-10-26,"Dominic Joseph"
1903-6-9,"Dominic Joseph"
1917-2-12,"Dominic Paul"
1932-3-1,"Dominick Thomas"
1987-9-3,"Domonic Larun"
1957-6-8,"Don Allen"
1937-2-2,"Don Alvin"
1885-11-15,"Don Carlos Patrick, Joseph Nichols"
1949-6-28,"Don Edward"
1930-11-20,"Don Eugene"
1931-9-14,"Don Fred"
1915-8-23,"Don Gilberto"
1929-8-7,"Don James"
1932-3-16,"Don Lee"
1892-11-17,"Don Raphael, Eugene Gass"
1927-3-19,"Don Richard"
1945-8-15,"Don Robert, Carlos"
1936-7-27,"Don Wilson"
1911-12-5,"Don Wilson, Charles Richard, Stuart McGuire"
1923-8-27,Donald
1926-6-14,Donald
1928-2-5,"Donald Albert"
1930-10-15,"Donald Alexander"
1940-8-25,"Donald Allen"
1923-5-18,"Donald Andrew"
1919-3-5,"Donald Anthony"
1961-4-20,"Donald Arthur"
1962-9-27,"Donald Arthur"
1936-3-2,"Donald Bernard, James Joseph"
1899-1-31,"Donald C."
1915-3-15,"Donald Charles"
1958-8-11,"Donald Clyde"
1979-8-13,"Donald Corey, Jon Michael, Roman Benedicto"
1960-11-12,"Donald Earl"
1936-1-23,"Donald Edward"
1952-9-15,"Donald Edward"
1934-2-26,"Donald Edward"
1945-2-12,"Donald Edward"
1959-10-20,"Donald Elliott"
1967-3-16,"Donald Emery"
1909-4-12,"Donald Eric"
1925-5-25,"Donald Eugene"
1922-10-4,"Donald Eugene"
1934-10-4,"Donald Eugene"
1946-10-25,"Donald Eugene"
1935-12-7,"Donald Eugene"
1942-7-17,"Donald Eulon"
1932-2-19,"Donald Franklin"
1927-4-14,"Donald Frederick"
1949-3-21,"Donald Gary"
1947-3-19,"Donald Gary, Angel Luis, Garry Arthur"
1931-10-19,"Donald George"
1889-7-31,"Donald George"
1949-9-15,"Donald George, David Percy"
1968-9-20,"Donald Glenn"
1963-7-3,"Donald Glenn"
1950-2-1,"Donald Hardy"
1949-10-16,"Donald Harris"
1926-10-15,"Donald Herbert"
1936-4-3,"Donald Howard"
1943-10-8,"Donald Hoyte"
1929-6-19,"Donald Hugh"
1927-4-4,"Donald Irvin"
1956-1-15,"Donald James, Jerry Austin, Steven Rance"
1954-12-25,"Donald Jeffrey"
1930-1-4,"Donald John"
1952-7-5,"Donald John"
1931-6-30,"Donald John"
1942-7-15,"Donald John"
1934-2-16,"Donald Johnson"
1929-11-9,"Donald Joseph"
1951-2-12,"Donald Joseph"
1944-2-26,"Donald Laverne"
1935-6-25,"Donald Lee"
1946-4-29,"Donald Lee"
1930-10-30,"Donald Leigh"
1936-2-16,"Donald Leroy"
1919-10-27,"Donald Lester"
1935-4-19,"Donald Loren, John, Hector Anibal"
1947-11-7,"Donald Louis"
1929-1-11,"Donald Louis"
1943-2-15,"Donald Louis, Joseph Douglas"
1961-8-16,"Donald Malcolm, Gregory Dion"
1938-4-5,"Donald Mark, Ronald Lavern"
1958-9-11,"Donald Martin, Bradley Jay"
1940-11-9,"Donald Nelson"
1933-3-27,"Donald O'Neal"
1920-6-20,"Donald Odell"
1916-7-20,"Donald Paul"
1969-11-6,"Donald Paul"
1949-9-24,"Donald Paul"
1953-3-8,"Donald Paul, James Edward"
1938-7-29,"Donald Ralph"
1938-6-24,"Donald Ray"
1929-4-6,"Donald Ray"
1936-3-13,"Donald Ray"
1957-2-3,"Donald Ray"
1941-7-13,"Donald Ray"
1956-2-15,"Donald Ray"
1942-3-3,"Donald Ray, Robert Roy"
1916-2-6,"Donald Raymond"
1921-2-12,"Donald Raymond"
1914-7-16,"Donald Raymond"
1955-8-30,"Donald Renie"
1955-9-18,"Donald Ross, Raymond Edward"
1926-11-12,"Donald Roy"
1893-9-5,"Donald Russell"
1936-7-23,"Donald Scott"
1968-10-26,"Donald Scott"
1908-8-28,"Donald Snyder"
1909-7-15,"Donald Stafford, John Lewis"
1938-7-13,"Donald Stephen"
1944-12-20,"Donald Stetson"
1934-5-5,"Donald Thomas"
1980-2-15,"Donald Thomas"
1989-2-6,"Donald Thomas"
1916-2-27,"Donald Thomas"
1984-9-18,"Donald Tyrone"
1955-9-3,"Donald Wayne"
1945-10-18,"Donald Wayne"
1959-8-14,"Donald Wayne"
1947-6-7,"Donald Wayne, Thurman Lee"
1944-2-23,"Donald Wellington"
1922-9-29,"Donald Wesley"
1919-1-8,"Donald William"
1931-1-17,"Donald William"
1913-7-14,"Donald William, Arthur Eugene"
1954-9-8,"Donald William, James Lorne"
1952-1-9,"Donald, Harold Joseph"
1978-6-7,"Donaldo Alfonso"
1935-7-15,"Donn Alvin, Robert Gerald"
1989-12-14,"Donn Mitchell"
1962-1-11,"Donn Steven"
1967-7-11,"Donnell Lee, Andrew Jason"
1975-6-17,"Donnie Lamont, Mark Phillip"
1954-2-13,"Donnie Ray"
1987-12-17,Donovan
1969-6-21,"Donovan Alan"
1982-1-12,"Dontrelle Wayne, Christopher Thomas"
1975-2-20,"Donzell, Eisler Livan, Leoncio"
1955-1-6,"Dorian Scott"
1931-11-9,"Dorrel Norman Elvert, George Adrian"
1875-3-25,"Dorsey Lee"
1977-12-14,"Doug Rinehart, Rodrigo, Jonathan Daniel"
1975-9-21,Douglas
1967-12-19,"Douglas Alan"
1974-10-2,"Douglas Alan"
1974-6-19,"Douglas Andrew"
1970-10-18,"Douglas Anthony"
1981-9-14,"Douglas Cody"
1964-6-30,"Douglas Craig"
1962-7-25,"Douglas Dean"
1976-3-5,"Douglas Dwyer, Paul Henry"
1952-1-7,"Douglas Edmund, Robert John"
1958-5-9,"Douglas Edward"
1940-2-21,"Douglas Eugene"
1966-9-15,"Douglas Eugene"
1970-7-5,"Douglas Eugene"
1980-6-24,"Douglas Howell"
1948-12-15,"Douglas James"
1951-9-27,"Douglas James"
1936-9-22,"Douglas Joseph"
1846-7-12,"Douglas L."
1896-8-17,"Douglas Lawrence"
1947-6-4,"Douglas Lee"
1961-4-3,"Douglas Lee, Stanley Timothy"
1969-12-13,"Douglas Long"
1948-2-6,"Douglas Lynn"
1981-1-28,"Douglas Michael"
1952-11-4,"Douglas Mitchell"
1944-2-9,"Douglas Randall, James Alexander"
1957-9-26,"Douglas Randall, Kelvin Orlando"
1962-9-24,"Douglas Raymond"
1950-3-9,"Douglas Reagan"
1957-6-24,"Douglas Reid"
1959-6-6,"Douglas Steven"
1950-8-29,"Douglas Vernon, George William"
1965-2-9,"Douglas Warren"
1984-2-4,"Douglas Wildes"
1965-9-26,"Douglas William"
1928-12-16,"Douglas William"
1895-4-24,"Douglas Wooley, Harry Clayton"
1980-2-4,"Douglas, Stephen John"
1859-11-16,Douglass
1892-5-25,"Douglass Weldon"
1950-9-4,"Doyle Lafayette, Frank"
1921-2-17,"Doyle Marion"
1916-7-15,"Doyt Theodore"
1944-10-25,"Drannon Eugene"
1980-2-13,"Drew Daniel"
1981-8-29,"Drew Edward"
1990-10-22,"Drew Edward"
1935-7-26,"Drew Edward, Louis Clarence"
1901-5-14,"Drew Leon"
1987-8-11,"Drew Patrick"
1981-6-9,"Drew Thomas"
1885-1-31,"Drummond Nicol, Edward Hicks"
1959-9-2,"Drungo LaRue"
1957-3-13,"Duane Allen"
1985-11-15,"Duane Arthur"
1941-6-5,"Duane B."
1942-6-3,"Duane Charles"
1953-11-20,"Duane Charles"
1972-8-6,"Duane Earl"
1929-1-31,"Duane Frederick"
1936-12-16,"Duane Lee"
1934-6-29,"Duane Lewis"
1922-7-24,"Duane Xavier"
1979-10-14,Duaner
1873-3-29,"Duff Gordon"
1970-8-25,"Duff Lechaun, Douglas Metunwa"
1984-1-9,"Dustin A."
1981-5-6,"Dustin David"
1979-10-22,"Dustin Eli"
1973-8-22,"Dustin James"
1983-8-17,"Dustin Luis, James Benjamin, James Tyler"
1978-2-1,"Dustin Michael, Erick R."
1982-3-24,"Dustin Michael, Heath Michael, Robinson Garcia, Jon Corey"
1988-2-26,"Dustin Michael, Hector Luis"
1972-12-21,"Dustin Michael, LaTroy"
1982-6-29,"Dustin Robert"
1982-6-19,"Dustin William"
1984-9-2,"Dusty Mitchell"
1947-11-23,"Dwain Cleaven, Frank Ronald, Tom Edward"
1918-12-1,"Dwain Clifford"
1962-2-16,"Dwayne Allen"
1955-3-18,"Dwayne Keith"
1967-3-11,"Dwayne Samuel"
1957-10-23,Dwight
1960-3-24,"Dwight Bernard"
1886-8-2,"Dwight Ely"
1937-8-5,"Dwight Leroy, William"
1888-10-11,"Dwight Lyman Moody"
1951-11-3,"Dwight Michael"
1952-5-31,"Dwight Vern"
1946-5-29,"Dyar K."
1985-7-30,"Dylan Davis Haines"
1992-11-15,"Dylan Matthew"
1919-4-20,Earl
1891-7-19,"Earl Andrew"
1903-1-27,"Earl Baxter, Arthur August"
1928-3-14,"Earl Calvin"
1890-3-4,"Earl Carlton, John"
1976-5-6,"Earl Clifford"
1917-6-10,"Earl Clifford"
1898-8-29,"Earl Clinton"
1935-7-14,"Earl Coleman"
1925-7-21,"Earl Dalton"
1908-12-10,"Earl Davis"
1898-12-25,"Earl Dewey"
1919-4-2,"Earl Douglas"
1889-11-20,"Earl Edward"
1923-5-6,"Earl Edwin"
1910-5-23,"Earl Eugene"
1919-5-19,"Earl Eugene"
1924-1-16,"Earl Hazwell"
1895-4-2,"Earl Henry"
1893-5-21,"Earl Herold"
1888-10-29,"Earl Hershey"
1893-2-12,"Earl Homer"
1894-8-26,"Earl J."
1911-3-5,"Earl James"
1935-1-5,"Earl Jesse"
1977-12-21,"Earl L., D'Angelo, Frederick Philip"
1934-10-2,"Earl Lawrence"
1891-1-20,"Earl Leonard"
1919-6-11,"Earl Leslie"
1893-6-25,"Earl Nycum"
1899-2-7,"Earl Oliver"
1913-6-8,"Earl Percy, Arthur Leo"
1930-8-14,"Earl Sidney, Dale Roger"
1897-2-14,"Earl Sutton"
1896-1-19,"Earl Sylvester"
1932-5-21,"Earl Walter"
1905-4-9,"Earl Welton"
1899-5-14,"Earle Bryan"
1901-5-6,"Earle Francis"
1925-8-25,"Earle Francis"
1864-9-3,"Earle Harry"
1884-1-24,"Earle McClurkin"
1890-2-1,"Earle Thaddeus"
1920-1-6,Early
1887-1-30,"Earn Albert"
1875-8-8,"Earnest Gould"
1866-8-10,"Ebenezer Ambrose, Herbert Frank"
1871-1-19,"Ebenezer Tremayne"
1899-9-21,"Ebin Delmer"
1958-4-19,"Ed Oliver"
1951-2-9,Eddie
1956-2-24,"Eddie Clarence"
1941-4-4,"Eddie Dean"
1936-7-16,"Eddie Gene"
1966-11-18,"Eddie Jack, Howard Earl, Ronald Bryan"
1981-6-6,"Eddie Keith"
1974-4-8,"Eddie Lee"
1981-8-8,Eddy
1985-12-1,Eddy
1971-9-29,"Eddy Javier"
1976-12-2,"Eddy Jorge"
1964-2-8,Edgar
1913-12-14,Edgar
1897-11-30,"Edgar Dudley, Noble Winfred"
1845-6-20,"Edgar Edward"
1910-11-29,"Edgar Ellsworth"
1976-8-7,"Edgar Enrique"
1862-6-12,"Edgar Eugene"
1899-5-7,"Edgar Everett"
1964-6-6,"Edgar Fidel"
1907-7-27,"Edgar Fleischer"
1954-8-19,"Edgar Frederick, Reginald Conrad"
1900-6-10,"Edgar Garland, Walter Francis"
1906-10-28,"Edgar George"
1983-2-23,"Edgar Gerardo"
1865-10-24,"Edgar J."
1917-11-16,"Edgar John"
1975-3-6,"Edgar Jose"
1852-3-27,"Edgar Leander"
1862-4-10,"Edgar Lee"
1944-10-8,"Edgar Leon"
1903-1-19,"Edgar Merle, Frederick Warrington"
1907-10-31,"Edgar Raymond"
1895-4-8,"Edgar Suter"
1904-9-16,"Edgar Vernon"
1978-6-14,"Edgar Victor"
1884-6-19,"Edgar Victor"
1990-4-12,"Edgar, Burch Taylor"
1963-1-2,"Edgar, David Brian"
1975-12-15,"Edgard Alexis Velazquez"
1973-11-8,"Edgardo Antonio"
1986-10-6,"Edgmer Eduarado"
1983-7-3,Edinson
1905-2-6,"Edison Franklin"
1948-7-4,"Edison Rosanda, Wayne Oren"
1895-10-8,"Edmund Armand"
1857-10-24,"Edmund Dana, Edward Nagle"
1894-8-30,"Edmund John"
1888-12-5,"Edmund Joseph"
1882-12-10,"Edmund Joseph"
1918-6-21,"Edmund Walter"
1887-9-17,"Edmund, Norman Andrew"
1930-1-30,Edmundo
1992-12-1,"Ednel Javier"
1919-10-16,"Edson Garfield"
1893-5-8,"Edson Marshall, Roy Hamilton, Edd J."
1952-3-6,Eduardo
1935-1-6,Eduardo
1946-8-11,"Eduardo Antonio, Michael David"
1969-9-11,"Eduardo Atanacio, Shannon Dion"
1944-3-9,"Eduardo Elixbet"
1989-1-5,"Eduardo Jose"
1966-2-1,"Eduardo Jose, Darrin John"
1989-2-16,"Eduardo Nazareth, John Walter"
1968-5-4,"Eduardo Rafael"
1987-10-20,"Edwar Alfonso"
1981-3-28,"Edwar Emilio"
1938-11-5,Edward
1855-8-18,Edward
1879-7-29,Edward
1854-2-25,Edward
1882-10-2,Edward
1863-7-29,Edward
1885-11-7,Edward
1856-4-1,Edward
1885-6-20,Edward
1888-2-22,Edward
1862-9-29,Edward
1876-4-29,Edward
1865-2-22,Edward
1919-1-3,Edward
1872-8-18,"Edward A."
1905-9-8,"Edward Adelbert"
1893-11-30,"Edward Adolph"
1970-10-2,"Edward Adrain"
1884-10-1,"Edward Albert"
1906-4-17,"Edward Alberts"
1883-6-22,"Edward Alexander"
1959-4-13,"Edward Allen"
1926-9-9,"Edward Allen"
1880-7-14,"Edward Ambrose, Seabron Jesse"
1929-1-2,"Edward Anthony"
1943-8-23,"Edward Anthony, Allan Arthur"
1978-8-29,"Edward Antonio"
1929-2-28,"Edward Arthur"
1952-4-9,"Edward Arthur"
1879-9-2,"Edward Arthur"
1905-2-17,"Edward Arthur"
1905-2-11,"Edward Arthur"
1869-3-22,"Edward Aston White, George W."
1879-1-23,"Edward August"
1881-5-14,"Edward Augustine"
1877-10-17,"Edward Benninghaus"
1862-3-10,"Edward Benson"
1905-8-6,"Edward Bernard"
1909-5-7,"Edward Burlton"
1917-5-25,"Edward Burton"
1860-6-15,"Edward C."
1881-8-20,"Edward Cameron"
1885-5-9,"Edward Carl"
1949-5-26,"Edward Carlton"
1904-5-22,"Edward Carre"
1918-3-13,"Edward Charles"
1928-10-21,"Edward Charles"
1939-7-8,"Edward Charles"
1935-5-30,"Edward Charles"
1891-8-20,"Edward Charles"
1859-10-6,"Edward Charles"
1860-12-22,"Edward Christopher"
1920-1-27,"Edward Christopher"
1904-7-4,"Edward Christopher, Melvin David"
1916-10-28,"Edward Clarence"
1986-4-8,"Edward Cory, Felix Abraham, Carlos"
1887-2-13,"Edward Cunningham, Guy"
1886-10-28,"Edward Cyril"
1866-10-6,"Edward D."
1867-7-8,"Edward D. A."
1886-2-15,"Edward Daniel"
1901-2-17,"Edward David"
1883-1-1,"Edward Desmond"
1916-5-12,"Edward Dixon, Henry Ludwig"
1949-1-3,"Edward Dwain, Gary Robert"
1867-2-7,"Edward E."
1899-7-23,"Edward Edgar, Charlie Leland"
1944-11-8,"Edward Emil"
1889-6-20,"Edward Emory"
1864-4-17,"Edward Enoch"
1916-3-18,"Edward Erving, Hiram Gabriel, Elburt Preston"
1870-12-14,"Edward Eugene"
1869-9-5,"Edward F."
1861-9-15,"Edward F."
1907-8-17,"Edward Fant"
1905-7-24,"Edward Francis"
1895-5-8,"Edward Francis"
1909-9-7,"Edward Francis"
1933-3-7,"Edward Francis"
1932-5-2,"Edward Francis"
1928-4-28,"Edward Francis"
1886-4-7,"Edward Francis"
1885-7-1,"Edward Francis"
1888-7-19,"Edward Francis, George Henry"
1897-8-17,"Edward Francis, Joseph Siah"
1956-2-25,"Edward Francis, Kevin John"
1922-4-18,"Edward Frank"
1918-3-21,"Edward Frederick"
1926-10-13,"Edward Frederick"
1872-1-9,"Edward Frederick, George Lewis"
1876-10-31,"Edward Fredrick"
1853-3-1,"Edward G."
1879-6-17,"Edward Garfield"
1894-1-16,"Edward George"
1868-5-10,"Edward Grant"
1865-8-16,"Edward H."
1906-6-4,"Edward Harbert"
1905-4-10,"Edward Harold"
1874-8-11,"Edward Harrison"
1888-11-2,"Edward Harrison"
1859-7-2,"Edward Harry"
1890-8-1,"Edward Haughton"
1871-10-14,"Edward Henry"
1889-12-9,"Edward Henry"
1870-12-18,"Edward Hill"
1923-5-12,"Edward Hoyte"
1857-8-22,"Edward Hugh"
1881-7-23,"Edward Hugo"
1874-9-7,"Edward Isaih"
1917-9-29,"Edward Isidore"
1860-11-3,"Edward J."
1884-12-25,"Edward J."
1870-5-19,"Edward J."
1864-6-25,"Edward J."
1880-10-5,"Edward J."
1874-5-8,"Edward J."
1931-7-3,"Edward Jack"
1955-5-21,"Edward James"
1925-12-23,"Edward James"
1901-11-17,"Edward James"
1914-6-6,"Edward James"
1895-8-7,"Edward James"
1863-1-2,"Edward James"
1877-1-11,"Edward James"
1877-4-15,"Edward James"
1867-10-30,"Edward James"
1890-1-29,"Edward James"
1887-10-31,"Edward James"
1851-12-30,"Edward James"
1968-2-10,"Edward James, Ryan Eugene"
1957-10-24,"Edward James, William Ernest, Ronald Clyde"
1879-3-3,"Edward Jaykill"
1880-1-13,"Edward John"
1968-10-6,"Edward John"
1908-4-18,"Edward John"
1918-10-27,"Edward John"
1915-10-30,"Edward Jones"
1921-8-5,"Edward Joseph"
1910-4-15,"Edward Joseph"
1921-9-30,"Edward Joseph"
1908-7-17,"Edward Joseph"
1897-3-30,"Edward Joseph"
1907-5-9,"Edward Joseph"
1907-5-15,"Edward Joseph"
1908-12-22,"Edward Joseph"
1913-8-20,"Edward Joseph"
1885-9-3,"Edward Joseph"
1859-7-10,"Edward Joseph"
1857-12-11,"Edward Joseph"
1888-3-4,"Edward Joseph"
1929-4-16,"Edward Joseph"
1900-1-1,"Edward Joseph, Albert John"
1894-8-27,"Edward Joseph, Carlton William"
1912-3-16,"Edward Joseph, Hubert Edgar"
1939-12-3,"Edward Joseph, Ronald Roy"
1893-2-17,"Edward Joseph, Walter Clement"
1911-11-9,"Edward Karl"
1968-10-31,"Edward Kenneth"
1860-2-2,"Edward L."
1856-7-17,"Edward L."
1964-11-1,"Edward Laquan"
1885-6-25,"Edward Lee"
1892-12-26,"Edward Lee"
1957-6-29,"Edward Lee"
1982-5-21,"Edward Lee"
1894-3-28,"Edward Lee"
1925-1-12,"Edward Lee"
1888-12-10,"Edward Leo, Stanley Oscar"
1947-1-12,"Edward Leon, Paul Richard, Thomas Eugene"
1878-6-15,"Edward Leroy"
1883-5-21,"Edward Leslie"
1888-3-17,"Edward Lloyd"
1924-9-26,"Edward Lorenz Sebastian"
1950-10-4,"Edward Louis"
1916-1-7,"Edward Luke"
1867-12-4,"Edward M."
1878-1-10,"Edward M."
1851-6-17,"Edward M."
1969-9-19,"Edward Marcus"
1946-8-27,"Edward Martin, Raymond James"
1882-12-1,"Edward Marvin"
1918-1-25,"Edward Marvin, Emerson Corey"
1860-5-22,"Edward Mason"
1932-6-27,"Edward Michael"
1949-5-22,"Edward Michael"
1923-11-17,"Edward Miguel"
1872-12-25,"Edward Morgan"
1964-2-9,"Edward Morris"
1967-7-25,"Edward Nelson"
1862-5-27,"Edward Nicholas"
1952-3-22,"Edward Norman, Eric Ralph"
1894-7-13,"Edward Norman, George Harold"
1917-2-17,"Edward Oliver"
1935-1-10,"Edward Oliver"
1895-2-22,"Edward Oliver, Roy Vincent, Clyde Herbert"
1880-7-4,"Edward Ottis, George Joseph"
1892-3-13,"Edward Patrick, George Joseph, Eric George Adolph"
1920-8-5,"Edward Paul"
1918-3-11,"Edward Paul"
1916-2-23,"Edward Paul"
1967-1-14,"Edward Paul"
1953-6-3,"Edward Paul"
1872-8-30,"Edward Perks"
1916-6-15,"Edward Perry"
1926-4-6,"Edward Perry"
1958-5-28,"Edward R., William Donald"
1915-5-24,"Edward Raymond"
1924-5-21,"Edward Raymond"
1915-9-3,"Edward Raymond, Weldon Edison"
1873-11-24,"Edward Richard, James Abner"
1938-7-16,"Edward Robert"
1931-1-19,"Edward Roman"
1934-6-27,"Edward Russell"
1884-1-26,"Edward Russell"
1920-6-16,"Edward Russell"
1888-8-23,"Edward S., Paul B."
1892-2-29,"Edward Samuel"
1886-9-11,"Edward Sebastian"
1855-9-15,"Edward Siegfried"
1919-9-4,"Edward Stephen"
1901-12-26,"Edward Stephen"
1875-8-31,"Edward Stewart, Richard Jerome"
1857-11-7,"Edward Sylvester"
1867-11-28,"Edward T."
1874-8-31,"Edward T."
1858-7-18,"Edward T., George William"
1920-7-18,"Edward Terrance"
1873-10-26,"Edward Thomas"
1926-9-11,"Edward Thomas"
1898-12-16,"Edward Thomas, Frank Victor"
1969-3-4,"Edward Thomas, Lee Owen"
1875-4-2,"Edward Tilden"
1900-1-11,"Edward Timothy"
1916-11-23,"Edward Trowbridge"
1887-5-2,"Edward Trowbridge"
1932-12-10,"Edward Vincent"
1892-2-16,"Edward Walter"
1941-10-31,"Edward Wayne"
1901-8-21,"Edward Wesley"
1855-4-26,"Edward West"
1890-2-4,"Edward Wilbur, George Bostic"
1879-7-6,"Edward William"
1891-7-17,"Edward William"
